"","Response.ID","Consent","Comprehension_1","Comprehension_2","main_task","check_question","attractive_p1","attractive_p2","trustworthy_p1","trustworthy_p2","mask_perception","mask_wearing","PROLIFIC_PID","Amount","Amount.for.other","Picture.Bundle.1","Pic.Label.1","Picture.Bundle.2","Pic.Label.2","session_id","participant_id","status","started_datetime","completed_date_time","time_taken","age","num_approvals","num_rejections","prolific_score","reviewed_at_datetime","entered_code","Country.of.Birth","Current.Country.of.Residence","Employment.Status","Ethnicity","First.Language","Fluent.languages","Highest.education.level.completed","Nationality","Sex","Student.Status"
"176","R_qwqu0HL2Eq7Hw8V",1,2,1,1,"£20",55,64,84,50,"Mostly themselves","No","5f15b7b9f941750c33834c15","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c194d181ad1b42999ebb73","5f15b7b9f941750c33834c15","APPROVED","2022-07-03 13:08:43.324000","2022-07-03 13:11:09.325000",146.001,21,404,2,100,"2022-07-04 08:48:14.817000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","Yes"
"32","R_eOEMiXgtDkNU4CJ",1,2,1,1,"£10",30,30,31,34,"Only themselves","No","5f33f48e7a8953257c8d5923","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c0210b1314fdc97ebc4cd3","5f33f48e7a8953257c8d5923","APPROVED","2022-07-02 10:42:19.690000","2022-07-02 10:44:12.553000",112.863,61,897,3,100,"2022-07-04 08:47:56.324000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"109","R_1i2My1bHXuX1hTm",1,2,1,2,"£10",49,20,60,33,"Mostly themselves","No","5f3ebe53b9a7b3150f539bde","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194a78449d7508340ea8a","5f3ebe53b9a7b3150f539bde","APPROVED","2022-07-03 13:07:51.342000","2022-07-03 13:09:31.083000",99.741,36,589,2,100,"2022-07-04 08:48:03.386000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"155","R_1Hhi7f4swTkUCtq",1,2,1,1,"£10",50,60,50,50,"Equally themselves and others","No","5f54d772f5bba984fdf8676e","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c194c1a945396b96859384","5f54d772f5bba984fdf8676e","APPROVED","2022-07-03 13:08:40.439000","2022-07-03 13:10:38.670000",118.231,24,601,7,99,"2022-07-04 08:48:10.985000","868E37F5","United Kingdom","United Kingdom","Full-Time","Mixed","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"66","R_1dMNqTyIvwJasNc",1,2,1,1,"£10",60,50,50,55,"Equally themselves and others","No","5f6388c21b14c5079764e750","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c02110683254b328a295b2","5f6388c21b14c5079764e750","APPROVED","2022-07-02 10:42:24.093000","2022-07-02 10:45:03.414000",159.321,33,1059,1,100,"2022-07-04 08:47:57.529000","868E37F5","Japan","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","Technical/community college","United States","Male","No"
"86","R_1Pe38lOBu9P5JUR",1,2,1,1,"£20",70,79,80,100,"Equally themselves and others","Yes","5f674b595c87a8334c381ae7","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c021177c22952874ca7c48","5f674b595c87a8334c381ae7","APPROVED","2022-07-02 10:42:35.282000","2022-07-02 10:46:09.565000",214.283,72,977,2,100,"2022-07-04 08:47:59.858000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Male","No"
"42","R_1r7xG27Vgy3oObu",1,2,1,2,"£10",58,58,73,65,"Equally themselves and others","Yes","5f6b8c1f5622370b0c94d597","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c02104cee6d9fe18e0315b","5f6b8c1f5622370b0c94d597","APPROVED","2022-07-02 10:42:15.415000","2022-07-02 10:44:23.497000",128.082,34,806,0,100,"2022-07-04 08:47:54.509000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"149","R_2wgAeQGx6dhZCH0",1,2,1,1,"£10",49,60,30,74,"Mostly themselves","No","5f919274b5383b00096b0295","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194cc039e0815bad4d01d","5f919274b5383b00096b0295","APPROVED","2022-07-03 13:08:36.356000","2022-07-03 13:10:30.647000",114.291,29,756,0,100,"2022-07-04 08:48:13.482000","868E37F5","Turkey","United Kingdom","Full-Time","Middle Eastern","Turkish","Turkish, English","Graduate degree (MA/MSc/MPhil/other)","Turkey","Female","Yes"
"46","R_2CDFYyWOGdtdT6r",1,2,1,1,"£10",50,50,50,51,"Equally themselves and others","No","5f970ff3eff5040736b63117","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c0210d4f5e50d2c55a24d2","5f970ff3eff5040736b63117","APPROVED","2022-07-02 10:42:21.778000","2022-07-02 10:44:25.912000",124.134,60,482,5,99,"2022-07-04 08:47:56.695000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Male","No"
"21","R_Q0LeExI2XUpUM0N",1,2,1,1,"£10",21,60,33,54,"Mostly themselves","No","5f9802a1306ea3045e8c0b43","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c020fb2d46aa6ebdc43da7","5f9802a1306ea3045e8c0b43","APPROVED","2022-07-02 10:42:03.712000","2022-07-02 10:43:48.426000",104.714,33,828,0,100,"2022-07-04 08:47:51.730000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"142","R_RrXlPfyZkAIkCZ3",1,2,1,2,"£20",69,71,50,50,"Mostly themselves","No","5fa4b51274ac2816b05d409a","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c194ba673b65f82cefeafd","5fa4b51274ac2816b05d409a","APPROVED","2022-07-03 13:08:16.335000","2022-07-03 13:10:52.520000",156.185,48,497,4,99,"2022-07-04 08:48:08.245000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"180","R_XLNYRrxPM07j9x7",1,2,1,1,"£10",80,88,19,97,"Equally themselves and others","Yes","5fabe8314be9d1099fb97096","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194c48d73ab2d1f602bea","5fabe8314be9d1099fb97096","APPROVED","2022-07-03 13:08:20.886000","2022-07-03 13:11:26.336000",185.45,42,407,5,98,"2022-07-04 08:48:12.208000","868E37F5","Czech Republic","United Kingdom","Full-Time","White/Caucasian","Czech","Czech, English","High school diploma/A-levels","United Kingdom","Female","No"
"44","R_dc0HvUj6W6BbHtn",1,2,1,1,"£20",50,50,50,50,"Equally themselves and others","No","5fb29577ca2ab98b170f5299","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c020eb4e5044b2e6d9620d","5fb29577ca2ab98b170f5299","APPROVED","2022-07-02 10:41:47.485000","2022-07-02 10:44:24.654000",157.169,33,745,3,100,"2022-07-04 08:47:49.571000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"81","R_2aQS0tTJAijScIr",1,2,1,2,"£10",70,68,71,67,"Equally themselves and others","No","5fb8d29daff3bb26b233b979","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c021178c2c6c1ce325d4e4","5fb8d29daff3bb26b233b979","APPROVED","2022-07-02 10:42:48.769000","2022-07-02 10:45:45.071000",176.302,61,668,0,100,"2022-07-04 08:47:59.964000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","No"
"106","R_3iUnJ8uev32jFQZ",1,2,1,2,"£20",27,5,25,27,"Equally themselves and others","No","5fbc2c6cc6198f0c0243a7fc","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c020ef72fefa5e9e61c572","5fbc2c6cc6198f0c0243a7fc","APPROVED","2022-07-02 10:41:53.360000","2022-07-02 11:02:14.176000",1220.816,24,204,6,97,"2022-07-04 08:47:49.883000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","Yes"
"74","R_OMU0B8ah5RymafD",1,2,1,2,"£20",80,66,64,71,"Equally themselves and others","No","5fbe3c41aedc39320937dfab","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c020fbb969571e7b370968","5fbe3c41aedc39320937dfab","APPROVED","2022-07-02 10:42:12.785000","2022-07-02 10:45:27.925000",195.14,31,262,0,100,"2022-07-04 08:47:51.861000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"57","R_1Nwv0buzHYaSaWp",1,2,1,1,"£10",50,50,0,5,"Mostly themselves","Yes","5fc59271971cc91189a1bdf0","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c020fd4c709b7cb0c7ad06","5fc59271971cc91189a1bdf0","APPROVED","2022-07-02 10:42:05.155000","2022-07-02 10:44:47.355000",162.2,39,676,6,99,"2022-07-04 08:47:52.454000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","No formal qualifications","United Kingdom","Male","No"
"91","R_3hsX9FjCn00Ur31",1,2,1,1,"£20",95,75,50,50,"Equally themselves and others","No","5fdcd228539a382bc5e9fae5","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c021094c709b7cb0c7ad08","5fdcd228539a382bc5e9fae5","APPROVED","2022-07-02 10:42:17.171000","2022-07-02 10:46:21.963000",244.792,41,840,1,100,"2022-07-04 08:47:55.698000","868E37F5","Nigeria","United Kingdom","Full-Time","African","English","English","Graduate degree (MA/MSc/MPhil/other)","Nigeria","Male","No"
"174","R_1EXPMsditRu6ppi",1,2,1,2,"£20",40,45,50,46,"Equally themselves and others","No","5ff897c57211c70c1f9ff5df","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194a591146d03c9a31581","5ff897c57211c70c1f9ff5df","APPROVED","2022-07-03 13:07:53.089000","2022-07-03 13:11:06.657000",193.568,24,173,1,100,"2022-07-04 08:48:03.092000","868E37F5","Slovakia","United Kingdom","Full-Time","White/Caucasian","Slovak","Czech, English, Slovak","High school diploma/A-levels","Slovakia","Female","No"
"200","R_sdJ8SAOg3dsbGKJ",1,2,1,1,"£20",73,43,84,30,"Equally themselves and others","Yes","5ffa0b24faf88d3956789842","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194a981ad1b42999ebb6d","5ffa0b24faf88d3956789842","APPROVED","2022-07-03 13:07:53.933000","2022-07-03 13:23:26.855000",932.922,21,424,4,99,"2022-07-04 08:48:03.936000","868E37F5","United Kingdom","United Kingdom","Due to start a new job within the next month","Black/British","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Female","Yes"
"67","R_0cZrvnjxCpoSC9b",1,2,1,2,"£10",69,62,55,63,"Equally themselves and others","No","6007421356226920359b5f3e","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c020fa350e66bb42ea7cbc","6007421356226920359b5f3e","APPROVED","2022-07-02 10:42:02.899000","2022-07-02 10:45:05.594000",182.695,30,631,2,100,"2022-07-04 08:47:51.358000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"30","R_Zg8RL1TrBq597MZ",1,2,1,2,"£10",70,51,50,50,"Mostly themselves","Yes","6017f7a1f57edd3a256c4dc6","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c020fb683254b328a295b0","6017f7a1f57edd3a256c4dc6","APPROVED","2022-07-02 10:42:03.263000","2022-07-02 10:44:04.981000",121.718,30,416,3,99,"2022-07-04 08:47:51.468000","868E37F5","Germany","United Kingdom","DATA EXPIRED","White/Caucasian","Turkish","Turkish, English","Graduate degree (MA/MSc/MPhil/other)","Germany","Male","DATA EXPIRED"
"197","R_3sjHmNXimanFhge",1,2,1,2,"£20",46,60,50,50,"Mostly themselves","No","601b18ec1839d548abd32b47","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c194c08a474ab2e85b21cb","601b18ec1839d548abd32b47","APPROVED","2022-07-03 13:14:07.317000","2022-07-03 13:15:55.444000",108.127,33,482,0,100,"2022-07-04 08:48:10.561000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"18","R_0cvORk9mMyHoESt",1,2,1,2,"£20",60,65,70,70,"Equally themselves and others","No","601d10cca1fb4b04cde830ea","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c02112fb7f330a4a248d09","601d10cca1fb4b04cde830ea","APPROVED","2022-07-02 10:42:30.037000","2022-07-02 10:43:43.418000",73.381,35,543,5,99,"2022-07-04 08:47:58.162000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"184","R_0BuSoCGElJTJ0bL",1,2,1,1,"£20",70,60,80,70,"Only themselves","No","6027c9f82e967c5ce8cf4f08","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c194bb910efb9121c6a0b1","6027c9f82e967c5ce8cf4f08","APPROVED","2022-07-03 13:08:11.734000","2022-07-03 13:11:43.637000",211.903,52,695,5,99,"2022-07-04 08:48:08.874000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Female","No"
"6","R_1osYgq1S4S4odzk",1,2,1,1,"£10",60,60,50,50,"Mostly themselves","No","602adc09cfca8a1a48e6dbb1","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62bf110436210a12debf34da","602adc09cfca8a1a48e6dbb1","APPROVED","2022-07-01 15:21:45.691000","2022-07-01 15:25:17.041000",211.35,40,267,1,100,"2022-07-04 08:47:48.594000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"185","R_VXAlMLjnlETbQsh",1,2,1,1,"£20",89,89,90,91,"Mostly others","No","6030cf35e7fec0f5c6d201c5","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194c44e0968a0a58e4253","6030cf35e7fec0f5c6d201c5","APPROVED","2022-07-03 13:08:26.130000","2022-07-03 13:12:04.552000",218.422,63,541,1,100,"2022-07-04 08:48:12.006000","868E37F5","United Kingdom","United Kingdom","Other","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"198","R_RkV4KBrMnlmpDhf",1,2,1,1,"£20",80,80,80,80,"Equally themselves and others","Yes","60375d67dde85cad87f3c99d","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c194d13c5bbb69c22296c0","60375d67dde85cad87f3c99d","APPROVED","2022-07-03 13:08:33.692000","2022-07-03 13:16:31.678000",477.986,74,661,2,100,"2022-07-04 08:48:14.726000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"179","R_3lJHcenDqrUcOCV",1,2,1,2,"£10",90,52,68,68,"Mostly themselves","No","60461bfeeac81b04cf62f7a6","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194c329525910fff6d0bf","60461bfeeac81b04cf62f7a6","APPROVED","2022-07-03 13:08:19.905000","2022-07-03 13:11:22.166000",182.261,60,498,0,100,"2022-07-04 08:48:11.786000","868E37F5","Malawi","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"128","R_241JF2Oozf2dYSU",1,2,1,2,"£10",40,40,49,48,"Mostly themselves","No","6049d09a4abaf27d9bb325b7","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194b8bf648b22939c4476","6049d09a4abaf27d9bb325b7","APPROVED","2022-07-03 13:08:10.296000","2022-07-03 13:10:06.854000",116.558,45,445,3,99,"2022-07-04 08:48:07.406000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"123","R_1Klr88MD7Z12BdE",1,2,1,2,"£10",30,61,68,52,"Equally themselves and others","No","604fa685e33606f9a0ee8189","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c194b94e8a1aad298664d3","604fa685e33606f9a0ee8189","APPROVED","2022-07-03 13:08:10.473000","2022-07-03 13:09:57.553000",107.08,25,838,3,100,"2022-07-04 08:48:07.753000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","Yes"
"23","R_ABDfb4mTcN8YJfH",1,2,1,2,"£10",40,65,50,50,"Mostly themselves","No","606451b5aab2ec4afaae10f4","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c020e6c561bbff0ef9469f","606451b5aab2ec4afaae10f4","APPROVED","2022-07-02 10:41:42.259000","2022-07-02 10:43:52.930000",130.671,32,741,0,100,"2022-07-04 08:47:49.282000","868E37F5","Iran","United Kingdom","Full-Time","South Asian","English","English","High school diploma/A-levels","United Kingdom","Male","No"
"140","R_1lp2u3FFbvQlmfs",1,2,1,1,"£20",79,77,94,82,"Equally themselves and others","No","6066d08253019ea549b1dd37","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c19499efe72561725b21d5","6066d08253019ea549b1dd37","APPROVED","2022-07-03 13:07:37.931000","2022-07-03 13:10:21.058000",163.127,34,485,1,100,"2022-07-04 08:48:02.352000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","No"
"136","R_1FKBKYjSPjtIom6",1,2,1,2,"£15",51,50,51,51,"Mostly themselves","No","6066da1975a0b9c15e673205","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194a9de468f7690c6a09a","6066da1975a0b9c15e673205","APPROVED","2022-07-03 13:07:57.878000","2022-07-03 13:10:18.682000",140.804,54,234,6,95,"2022-07-04 08:48:03.778000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"28","R_2v1yQHCoyixQDVt",1,2,1,2,"£20",21,21,80,80,"Equally themselves and others","Yes","6079d2f8bb0cb4b7ae002b25","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c02118ef6145e8b3c43da4","6079d2f8bb0cb4b7ae002b25","APPROVED","2022-07-02 10:42:32.761000","2022-07-02 10:44:01.982000",89.221,28,237,3,99,"2022-07-04 08:48:00.268000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English, Portuguese, Spanish","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Male","No"
"171","R_3JyGO26Bj1DIFKe",1,2,1,2,"£10",50,50,41,47,"Equally themselves and others","Yes","6085a4cc5f5f9ba1a3bfd785","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194aa8d83a008da3876f2","6085a4cc5f5f9ba1a3bfd785","APPROVED","2022-07-03 13:07:54.581000","2022-07-03 13:10:57.924000",183.343,19,538,3,100,"2022-07-04 08:48:04.069000","868E37F5","United Kingdom","United Kingdom","Other","South Asian","English","English","High school diploma/A-levels","United Kingdom","Female","Yes"
"138","R_voFbtMS8SCrXfzP",1,2,1,1,"£20",75,30,80,30,"Mostly themselves","Yes","60aa6c8804d2aae2b7cce9d5","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194bf039e0815bad4d01a","60aa6c8804d2aae2b7cce9d5","APPROVED","2022-07-03 13:08:18.295000","2022-07-03 13:10:19.014000",120.719,52,581,0,100,"2022-07-04 08:48:10.010000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","No"
"89","R_10w8E7Nb9L2FOqx",1,2,1,2,"£10",79,69,80,81,"Equally themselves and others","No","60b5246e5cf737673debdf90","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c0210e48931c1ca25c21b6","60b5246e5cf737673debdf90","APPROVED","2022-07-02 10:42:32.183000","2022-07-02 10:46:17.965000",225.782,51,707,3,100,"2022-07-04 08:47:56.831000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
